event_count,country_United_States,country_Saudi_Arabia,country_India,country_Britain,country_Italy,average_load_time,max_load_time,event_bench_load_success_count,event_profile_search_success_count,event_add_profile_success_count,event_upgrade_plan_count,event_pricing_model_count,event_profile_load_fail_count,event_email_receipt_count,platform_all_count,platform_brbench_count,platform_fb_count,platform_hashtags_count,platform_ig._count,platform_ig_count,platform_li_count,platform_meta_count,platform_nan_count,platform_tk_count,platform_tw_count,platform_xch_count,platform_yt_count,platform_total_count,view_add,view_addprofiles,view_ads,view_bench,view_benchmark,view_brands,view_campaigns,view_connect,view_content-pillars,view_hashtag,view_nan,view_page,view_postsfeed,view_profile,view_proj,view_projecthome,view_reports,view_search,view_settings,view_upgradeplan
9,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,14.882,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
126,0,0,1,0,0,1.5970000000000002,5.452,24,2,3,0,0,0,2,0,3,6,0,0,9,40,0,4,3,11,39,11,165.049,0,0,0,0,77,0,7,0,0,0,22,0,11,0,0,1,8,0,0,0
364,0,0,1,0,0,6.2868,20.99,0,58,21,0,0,2,0,0,0,66,0,0,65,0,0,1,0,0,209,23,473.2768,0,0,0,0,0,0,0,0,0,0,218,0,0,92,0,54,0,0,0,0
9,0,0,0,0,0,1.741,3.141,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,21.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
51,0,0,0,0,0,1.4868333333333332,1.94,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,32,0,4,0,66.42683333333333,0,0,0,0,3,0,0,0,0,0,17,0,0,29,0,2,0,0,0,0
14,0,0,0,1,0,1.206,1.206,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,0,20.412,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0
27,0,0,0,0,0,2.30675,2.547,0,1,1,0,0,0,2,0,0,0,0,0,16,0,0,5,0,0,6,0,35.85375,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,1,0,0,0,0
182,0,0,0,0,0,1.574315789473684,3.697,5,19,15,1,1,3,0,0,0,26,0,0,59,21,0,4,0,0,75,0,234.27131578947368,0,0,0,0,15,0,9,0,0,0,86,0,3,58,0,12,2,0,0,0
73,0,1,0,0,0,1.9162,2.448,0,3,2,0,0,0,4,0,0,0,0,0,27,0,0,11,0,10,26,0,87.3642,0,0,0,0,0,0,0,0,0,0,32,0,0,28,0,14,0,0,0,0
53,0,0,1,0,0,1.1583,1.8,1,1,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,7,38,60.9583,0,0,0,0,3,0,1,0,0,0,10,0,0,38,0,0,1,0,0,0
50,0,0,0,0,0,1.174625,2.115,5,3,2,0,0,0,2,0,0,0,0,0,29,0,0,6,3,0,12,0,65.289625,0,0,0,0,17,0,0,0,0,0,20,0,0,10,0,3,0,0,0,0
11,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16.881999999999998,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,11.882,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,1.5726666666666669,1.659,0,1,1,0,0,0,1,0,0,25,0,0,0,0,0,3,0,0,6,0,40.23166666666667,0,0,0,0,0,0,0,0,0,0,11,0,0,23,0,0,0,0,0,0
18,0,0,1,0,0,1.264,1.787,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,5,0,26.051,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0
174,0,1,0,0,0,1.2695483870967743,4.039,12,5,4,1,1,1,3,0,3,0,0,0,0,3,0,7,92,3,66,0,206.3085483870968,0,0,0,0,42,0,28,0,0,0,38,0,16,39,0,7,4,0,0,0
36,0,0,0,0,0,1.741,3.141,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,26,0,0,10,0,53.882,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,15.882,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,1.3548,3.154,11,4,4,0,0,0,1,0,4,52,0,0,0,0,0,7,4,0,40,0,131.5088,0,0,0,0,37,0,12,0,0,0,29,0,7,12,0,8,2,0,0,0
89,0,0,0,0,0,5.215052631578947,15.352,1,2,3,0,0,1,0,0,0,15,0,0,44,0,0,1,12,0,17,0,116.56705263157896,0,0,0,0,4,0,0,0,0,0,18,0,4,60,0,3,0,0,0,0
244,0,0,0,0,0,6.395239130434782,47.106,1,13,10,5,5,0,0,0,0,0,0,0,68,67,0,10,14,0,94,0,340.5012391304348,0,0,0,0,3,0,0,0,0,0,78,0,0,126,0,46,0,0,0,0
311,0,0,1,0,0,1.3771481481481482,3.224,1,21,13,6,6,0,12,0,0,0,0,0,0,180,0,14,0,0,117,0,375.6011481481481,0,0,0,0,3,0,7,0,0,0,123,0,3,140,0,31,0,0,0,4
3,1,0,0,0,0,1.741,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
18,0,0,1,0,0,1.741,3.141,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,11,0,29.882,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0
83,0,0,0,0,0,1.713875,3.952,1,1,1,2,2,0,12,0,0,0,0,0,34,0,1,20,0,0,28,0,107.665875,0,0,0,0,3,0,7,0,0,0,33,0,12,25,0,1,2,0,0,0
27,0,0,0,0,0,0.8985,1.442,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,29.3405,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,2,0,0,2,0
272,0,0,0,0,0,2.05453125,9.499,16,19,16,0,0,0,12,0,0,34,0,0,40,0,0,14,82,0,102,0,346.55353125,0,0,0,0,53,0,0,0,0,0,115,0,0,59,0,45,0,0,0,0
406,0,0,0,0,0,0.8576543209876543,3.217,56,6,2,17,2,0,11,0,19,91,0,0,24,6,0,18,52,18,136,43,505.0746543209876,0,0,0,0,180,4,24,0,0,0,52,0,30,59,0,23,7,0,28,0
2,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,1.200875,1.846,0,3,3,3,3,0,12,0,0,20,0,0,18,0,0,14,0,0,22,0,101.046875,0,0,0,0,0,0,0,0,0,0,34,0,0,32,0,5,0,0,0,3
114,0,0,0,0,0,1.0322857142857145,2.991,11,7,7,0,0,0,0,0,3,0,0,0,0,50,0,1,0,0,60,0,143.02328571428572,0,0,0,0,39,4,3,0,0,0,44,0,0,0,0,24,0,0,0,0
23,0,0,0,0,0,1.741,3.141,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,8,0,40.882,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,1.3,1.446,0,1,1,4,4,0,1,0,0,0,0,0,0,0,0,4,35,0,8,0,60.746,0,0,0,0,0,0,0,0,0,0,12,0,0,33,0,2,0,0,0,0
175,0,0,0,0,0,1.512470588235294,2.114,1,2,2,13,13,1,0,0,0,0,0,0,61,0,0,1,0,0,56,57,210.6264705882353,0,0,0,0,6,0,8,0,0,0,41,0,0,95,3,13,1,0,0,8
4,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,1.741,3.141,0,5,0,0,0,0,9,0,0,0,0,0,6,0,3,13,0,0,20,0,60.882,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,1.3084444444444443,2.92,5,5,4,6,6,2,0,0,0,4,0,0,127,0,0,1,0,0,82,0,246.22844444444445,0,1,0,0,23,0,11,0,0,0,34,0,34,98,0,10,1,0,2,0
223,0,0,0,0,0,6.928341463414634,40.574,3,10,9,1,1,0,12,0,0,0,0,0,147,0,0,14,0,0,62,0,306.5023414634146,0,0,0,0,13,0,3,0,0,0,62,0,7,113,0,22,2,0,0,1
14,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,8,0,20.882,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0
47,0,0,0,0,0,1.741,3.141,0,0,0,13,12,0,0,0,0,4,0,0,0,0,2,0,0,0,41,0,76.882,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,13
149,0,0,1,0,0,1.4133636363636364,1.88,0,10,5,0,0,0,5,0,0,0,0,0,0,95,0,12,0,0,42,0,173.29336363636364,0,0,0,0,0,0,0,0,0,0,58,0,0,80,0,11,0,0,0,0
198,0,0,0,0,0,1.1104444444444443,9.552,7,26,21,0,0,0,0,0,3,17,0,0,17,13,0,2,0,8,129,10,263.6624444444444,0,0,0,0,48,0,1,0,0,0,115,0,7,2,0,26,0,0,0,0
6,0,0,1,0,0,1.741,3.141,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17.881999999999998,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
14,0,0,0,0,0,1.739,1.739,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,6,0,19.478,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0
93,0,0,0,0,1,2.459454545454545,6.318,0,2,2,3,3,0,12,0,0,43,0,0,0,0,0,16,0,0,35,0,125.77745454545456,0,0,0,0,0,0,0,0,0,0,42,0,0,37,0,12,0,0,0,3
290,0,0,0,0,0,3.804518987341772,29.442,0,20,20,0,0,0,1,0,0,202,0,0,34,0,0,6,0,0,48,0,364.2465189873418,0,0,0,0,0,0,0,0,0,0,91,0,0,197,0,2,0,0,0,0
43,0,0,0,1,0,2.56,4.82,0,2,2,0,0,2,11,0,0,0,0,0,20,0,0,13,0,0,10,0,68.38,0,0,0,0,0,0,0,0,0,0,27,0,0,14,0,2,0,0,0,0
42,0,0,0,0,0,1.741,3.141,0,2,0,2,2,0,12,0,0,3,0,0,0,0,1,15,0,0,23,0,64.882,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,11,0,0,0,0
19,0,0,0,0,0,1.352,1.594,0,1,1,2,2,1,0,0,0,13,0,0,0,0,0,1,0,0,5,0,28.946,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,4,0
29,0,0,0,0,0,1.2775,1.869,0,1,1,0,0,0,10,0,0,2,0,0,0,0,0,12,0,0,15,0,44.1465,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,0,1,0,0,0
2,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1255,0,0,0,0,0,9.24104705882353,353.839,4,19,20,2,2,94,0,1,3,619,0,0,339,0,10,3,84,0,198,0,1761.0800470588235,0,0,3,0,12,18,0,0,0,0,140,0,0,985,0,90,0,0,7,2
47,1,0,0,0,0,0.7572857142857143,1.707,4,1,1,0,0,1,0,0,4,0,0,0,23,0,0,1,3,0,13,3,56.46428571428572,0,0,0,0,14,0,2,0,0,0,9,0,0,16,0,4,2,0,0,0
109,0,0,0,0,0,8.151,25.444,2,1,1,3,3,0,12,0,0,0,0,0,74,0,0,15,0,0,20,0,164.595,0,0,0,0,7,0,3,0,0,0,26,0,4,64,0,1,1,0,0,3
68,0,0,0,0,0,1.1446666666666667,1.625,0,3,3,0,0,1,0,0,0,47,0,0,0,0,0,1,0,0,20,0,77.76966666666667,0,0,0,0,0,0,0,0,0,0,20,0,0,39,0,9,0,0,0,0
315,0,0,0,0,0,1.234325,1.584,0,16,14,0,0,0,5,0,0,0,0,0,0,231,0,10,0,0,74,0,352.818325,0,0,0,0,0,0,0,0,0,0,96,0,0,195,0,24,0,0,0,0
58,0,0,0,0,0,4.0165,6.826,0,2,2,0,0,0,12,0,0,12,0,0,11,0,0,18,0,0,17,0,84.8425,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,8,0,0,0,0
62,0,0,0,0,0,1.3710000000000002,2.201,2,1,1,0,0,1,0,0,0,0,0,0,40,0,0,1,0,0,21,0,70.572,0,0,0,0,7,0,7,0,0,0,10,0,4,30,0,3,1,0,0,0
48,1,0,0,0,0,1.61575,1.787,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,15,29,0,4,0,61.40275,0,0,0,0,0,0,0,0,0,0,22,0,0,26,0,0,0,0,0,0
2,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0.8895000000000001,2.0,2,1,1,0,0,0,2,0,3,0,0,0,0,27,0,9,0,0,5,0,52.8895,0,0,0,0,6,0,0,0,0,0,15,0,0,22,0,1,0,0,0,0
6,1,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10.882,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
78,0,0,1,0,0,1.1137142857142857,1.808,0,4,3,0,0,0,5,0,0,1,0,0,23,1,0,14,1,1,34,3,93.92171428571427,0,0,0,0,0,0,5,0,0,0,38,0,15,11,0,7,2,0,0,0
32,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,36.882,0,0,0,2,0,0,0,0,0,8,22,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0.351,0.351,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,14,0,25.702,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0
57,0,0,0,0,0,1.53425,2.162,2,5,3,0,0,0,2,0,0,0,0,0,11,0,0,4,0,15,19,8,72.69624999999999,0,0,0,0,6,0,0,0,0,0,27,0,0,19,0,5,0,0,0,0
234,0,0,0,0,0,2.953131578947368,6.792,10,1,10,1,1,0,12,0,3,37,0,0,116,0,1,17,0,3,57,0,278.7451315789474,0,0,0,0,44,4,10,0,0,0,47,0,12,100,0,13,4,0,0,0
52,0,0,0,0,0,3.2513,9.65,0,3,3,0,0,0,0,0,0,10,0,0,7,7,0,1,0,0,27,0,70.90129999999999,0,0,0,0,0,16,0,0,0,0,18,0,0,18,0,0,0,0,0,0
29,0,0,0,0,0,1.463,1.463,0,6,1,0,0,0,2,0,0,0,0,0,0,5,0,5,0,0,19,0,40.926,0,0,0,0,0,0,3,0,0,0,22,0,0,3,0,1,0,0,0,0
20,0,0,0,1,0,1.741,3.141,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,5,0,37.882,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0.7673571428571428,1.736,3,1,3,0,0,0,2,0,0,0,0,0,91,0,0,8,2,0,9,7,128.50335714285714,0,0,0,0,14,0,0,0,0,0,22,0,0,79,0,2,0,0,0,0
137,0,0,0,0,0,1.915,4.744,10,4,6,0,0,0,0,0,0,13,0,0,69,0,0,1,9,12,27,6,163.659,0,0,0,0,37,0,0,0,0,0,28,0,11,59,0,2,0,0,0,0
8,0,0,0,0,0,1.741,3.141,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
184,0,0,0,0,0,0.9156388888888888,2.164,10,1,1,0,0,0,2,0,0,0,0,0,83,0,0,6,1,0,94,0,201.0796388888889,0,0,0,0,35,0,40,0,0,0,17,0,47,31,0,7,7,0,0,0
2,0,0,0,1,0,1.741,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9.882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58,0,0,0,0,0,3.455,3.455,0,3,1,6,6,0,0,0,0,9,0,0,0,0,1,1,0,0,47,0,80.91,0,0,0,0,0,0,0,0,0,0,46,0,0,3,1,2,2,0,0,4
235,0,0,0,0,0,3.3793333333333333,21.621,0,12,12,3,3,5,3,0,0,0,0,0,150,0,0,6,0,0,79,0,298.00033333333334,0,0,0,0,0,0,0,0,0,0,85,0,0,115,0,32,0,0,0,3
3,0,0,0,0,0,1.741,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
29,0,0,0,0,0,1.783,1.94,0,1,1,0,0,1,0,0,0,0,0,0,19,0,0,2,0,0,9,0,36.723,0,0,0,0,0,0,0,0,0,0,13,0,0,15,0,0,0,0,2,0
56,0,0,0,0,0,2.019571428571429,5.775,2,2,2,0,0,0,1,0,0,0,0,0,39,0,0,4,0,0,13,0,70.79457142857143,0,0,0,0,7,0,2,0,0,0,17,0,2,28,0,0,0,0,0,0
634,0,0,0,0,0,2.0414574468085105,24.282,0,25,21,0,0,0,10,0,0,142,0,0,128,0,0,20,178,0,162,11,723.3234574468086,0,0,0,0,0,0,0,0,0,0,173,0,0,397,0,71,0,0,0,0
184,0,0,0,0,0,1.440157894736842,4.541,13,25,13,0,0,0,4,0,0,56,0,0,13,0,0,12,0,29,74,0,244.98115789473684,0,0,0,0,50,0,0,0,0,0,100,0,0,21,0,13,0,0,0,0
37,0,0,0,0,0,2.4793333333333334,3.57,0,3,1,2,2,1,2,0,0,21,0,0,0,0,0,7,0,0,10,0,55.04933333333334,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,0,0,0,0
37,0,0,0,0,0,7.32,15.21,0,2,1,0,0,1,0,0,0,0,0,0,25,0,0,1,0,0,11,0,63.53,0,0,0,0,0,0,0,0,0,0,13,0,0,22,0,2,0,0,0,0
3,0,0,0,0,0,1.741,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
232,0,0,0,0,0,6.387739130434783,36.215,20,18,12,3,3,1,0,0,0,109,0,0,3,0,0,1,0,0,119,0,331.6027391304348,0,0,0,0,70,0,7,0,0,0,68,0,8,17,0,58,1,0,0,3
72,0,0,1,0,0,1.82675,2.975,5,5,5,0,0,0,2,0,6,12,0,0,2,6,0,7,0,2,38,2,97.80175,0,0,0,0,16,4,8,0,0,0,35,0,4,3,0,5,0,0,0,0
29,0,0,0,0,0,2.6485,3.324,0,1,1,0,0,0,12,0,0,0,0,0,10,0,0,15,0,0,4,0,48.9725,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,0,0,0,0,0
47,0,0,0,0,0,1.126,1.949,0,1,1,1,1,0,12,0,0,0,0,0,17,0,0,26,0,0,4,0,66.075,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,0,0,0,0
101,0,0,0,0,0,6.6321666666666665,12.328,0,2,4,0,0,0,0,0,0,12,0,0,12,0,0,3,31,13,32,0,127.96016666666668,0,0,0,0,0,0,0,0,0,0,31,0,0,60,0,12,0,0,0,0
175,0,0,1,0,0,1.1820555555555556,2.948,0,8,8,0,0,0,1,0,0,0,0,0,121,6,0,2,0,0,46,0,197.13005555555557,0,0,0,0,0,0,0,0,0,0,61,0,0,111,0,3,0,0,0,0
125,0,0,0,0,0,4.0136666666666665,16.327,0,6,5,0,0,0,12,0,0,75,0,0,0,0,0,18,0,0,32,0,168.34066666666666,0,0,0,0,0,0,0,0,0,0,53,0,0,60,0,12,0,0,0,0
109,0,0,1,0,0,0.958,3.19,4,18,17,0,0,0,12,1,0,18,0,0,17,0,0,18,0,0,38,17,165.148,0,0,0,0,18,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6,0,14.882,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0
185,0,0,0,0,0,2.4025714285714286,10.438,0,19,9,0,0,2,0,0,0,7,0,0,20,81,0,4,4,0,72,0,230.84057142857145,0,0,0,0,0,0,0,0,0,0,77,0,0,90,0,21,0,0,0,0
203,0,0,0,0,0,2.983037037037037,13.057,7,7,4,5,5,3,3,0,0,0,0,0,87,3,0,7,15,0,93,0,255.04003703703705,0,0,0,0,22,0,3,0,0,0,51,0,53,54,0,16,1,0,0,5
196,0,0,0,0,0,4.47035294117647,11.646,0,21,18,0,0,0,12,0,0,40,0,0,13,0,0,16,27,15,73,12,263.1163529411765,0,0,0,0,0,0,0,0,0,0,105,0,0,72,0,19,0,0,0,0
11,0,0,1,0,0,1.741,3.141,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,25.882,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
244,0,0,0,0,0,4.638454545454546,32.676,0,7,4,39,23,0,12,0,0,28,0,0,33,0,2,22,17,0,149,0,373.3144545454545,1,0,0,0,1,0,0,0,0,0,133,0,0,59,0,20,0,0,2,35
59,0,0,0,0,0,1.076,1.467,4,2,2,2,1,0,11,0,0,0,0,0,16,0,0,15,0,0,28,0,83.543,0,0,0,0,12,0,0,0,0,0,28,0,0,0,0,4,0,0,15,0
41,0,0,0,0,0,1.281,1.281,1,6,6,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,25,0,59.562,0,0,0,0,3,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
423,0,0,1,0,0,1.4896451612903223,15.521,0,21,18,0,0,0,2,0,0,115,0,0,74,101,2,7,0,0,124,0,482.0106451612903,0,0,0,0,0,0,0,0,0,0,126,0,24,227,0,46,0,0,0,0
40,1,0,0,0,0,1.1404285714285716,2.454,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,26,48.59442857142857,0,1,0,0,0,0,0,0,0,0,14,0,0,23,0,2,0,0,0,0
55,0,0,0,0,0,1.1092,1.692,0,3,2,0,0,0,8,0,0,23,0,0,0,2,0,11,0,0,19,0,70.8012,0,0,0,0,0,7,0,0,0,0,28,0,0,20,0,0,0,0,0,0
437,0,0,1,0,0,0.8287471264367816,3.664,63,19,14,0,0,0,8,0,9,75,0,0,45,65,0,16,3,32,155,37,546.4927471264368,0,0,0,0,229,0,27,0,0,0,108,0,10,26,0,30,7,0,0,0
45,0,0,1,0,0,2.155,2.782,0,2,2,1,1,0,11,0,0,0,0,0,0,21,0,15,0,0,9,0,67.937,0,0,0,0,0,0,0,0,0,0,28,0,0,16,0,0,0,0,0,1
51,0,0,0,0,0,1.4225,1.813,1,3,2,0,0,0,5,0,0,10,0,0,4,0,0,11,0,0,26,0,65.2355,0,0,0,0,4,4,2,0,0,0,28,0,4,6,0,2,1,0,0,0
56,0,1,0,0,0,1.51425,3.138,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,19,0,7,31,0,74.65225000000001,0,0,0,0,0,8,0,0,0,0,33,0,4,2,0,10,0,0,0,0
77,0,0,0,0,0,2.093818181818182,3.533,1,2,2,0,0,2,5,0,0,0,0,0,51,0,0,9,0,0,17,0,94.62681818181818,0,0,0,0,3,0,1,0,0,0,24,0,4,42,0,2,1,0,0,0
15,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,10,0,20.882,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,2,0,0,0,0
209,0,0,1,0,0,3.5161,28.109,0,13,12,4,4,2,0,0,0,71,0,0,14,0,0,1,0,0,117,6,276.6251,0,0,0,0,0,0,0,0,0,0,123,0,0,56,0,26,0,0,0,4
2,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,1,0,21.882,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,1.741,3.141,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,4,2,22.882,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1.741,3.141,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,13.882,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
256,1,0,0,0,0,0.8495121951219512,1.934,16,15,15,1,1,0,0,0,6,42,0,0,7,24,0,1,10,9,146,11,306.78351219512194,0,0,0,0,57,56,1,0,0,0,89,0,3,20,0,29,0,0,0,1
298,0,0,0,0,0,1.6080526315789474,2.383,0,22,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,198,93,6,340.9910526315789,0,0,0,0,0,0,0,0,0,0,108,0,0,159,0,32,0,0,0,0
23,0,0,0,0,0,1.876,2.587,0,1,1,0,0,1,3,0,0,0,0,0,12,0,0,6,0,0,5,0,33.463,0,0,0,0,0,0,1,0,0,0,13,0,0,9,0,0,0,0,0,0
15,0,0,0,0,0,0.36025,0.514,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,3,0,1,0,21.87425,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
2,0,0,0,1,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,11.324666666666667,32.927,0,1,1,1,1,0,4,0,0,20,0,0,0,0,0,10,0,0,17,0,99.25166666666668,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,12,0,0,0,0
54,1,0,0,0,0,0.9886,1.837,0,6,2,1,1,0,0,0,0,0,0,0,2,19,0,1,0,0,32,0,66.82560000000001,0,0,0,0,0,15,0,0,0,0,22,0,0,17,0,0,0,0,0,0
250,0,0,0,0,0,3.0123478260869563,34.412,26,12,11,0,0,0,12,0,14,17,0,0,121,3,0,14,0,22,59,0,348.42434782608694,0,0,0,0,89,0,8,0,0,0,72,0,4,72,0,4,1,0,0,0
128,0,0,0,1,0,1.24995,12.267,10,4,9,0,0,0,0,0,6,22,0,0,16,0,0,1,5,7,66,5,165.51695,0,0,0,0,39,10,5,0,0,0,42,0,7,11,0,12,2,0,0,0
8,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,12.882,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
